ID	Platform	BookAuthor	BookID	Book	RevID	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_SCONJ	upos_dist_AUX	upos_dist_X	upos_dist_NUM	upos_dist_ADP	upos_dist_PUNCT	upos_dist_PART	upos_dist_ADV	upos_dist_INTJ	upos_dist_CCONJ	upos_dist_ADJ	upos_dist_PROPN	upos_dist_NOUN	upos_dist_VERB	upos_dist_SYM	upos_dist_PRON	upos_dist_DET	lexical_density	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_tense_dist_Pres	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_form_dist_Ger	verbs_form_dist_Part	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_+	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Sing+3	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_+3	aux_mood_dist_Cnd	aux_mood_dist_Imp	aux_mood_dist_Sub	aux_mood_dist_Ind	aux_tense_dist_Fut	aux_tense_dist_Past	aux_tense_dist_Pres	aux_tense_dist_Imp	aux_form_dist_Fin	aux_form_dist_Part	aux_form_dist_Ger	aux_form_dist_Inf	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+3	verbal_head_per_sent	verbal_root_perc	avg_token_per_clause	avg_links_len	max_links_len	avg_max_links_len	avg_max_depth	dep_dist_advmod	dep_dist_advcl	dep_dist_acl	dep_dist_det	dep_dist_cop	dep_dist_vocative	dep_dist_conj	dep_dist_amod	dep_dist_det:poss	dep_dist_orphan	dep_dist_aux	dep_dist_expl:impers	dep_dist_obl	dep_dist_mark	dep_dist_flat:foreign	dep_dist_acl:relcl	dep_dist_fixed	dep_dist_parataxis	dep_dist_nummod	dep_dist_punct	dep_dist_root	dep_dist_obj	dep_dist_ccomp	dep_dist_nsubj:pass	dep_dist_discourse	dep_dist_xcomp	dep_dist_obl:agent	dep_dist_case	dep_dist_dislocated	dep_dist_cc	dep_dist_nmod	dep_dist_flat:name	dep_dist_nsubj	dep_dist_flat	dep_dist_iobj	dep_dist_det:predet	dep_dist_aux:pass	dep_dist_csubj	dep_dist_compound	dep_dist_expl:pass	dep_dist_expl	dep_dist_appos	subj_pre	subj_post	obj_pre	obj_post	n_prepositional_chains	avg_prepositional_chain_len	prep_dist_2	prep_dist_4	prep_dist_5	prep_dist_1	prep_dist_3	subordinate_dist_5	subordinate_dist_4	subordinate_dist_3	subordinate_dist_2	subordinate_dist_1	avg_subordinate_chain_len	principal_proposition_dist	subordinate_proposition_dist	subordinate_pre	subordinate_post	verb_edges_dist_1	verb_edges_dist_5	verb_edges_dist_0	verb_edges_dist_6	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_2	avg_verb_edges	ttr_form_chunks_100	ttr_form_chunks_200	ttr_lemma_chunks_100	ttr_lemma_chunks_200
866	AmazonBooks	Jane Austen	6969	Emma	52	4	112	28	4.62626262626263	1.78571428571429	7.14285714285714	0	0.892857142857143	13.3928571428571	11.6071428571429	0	3.57142857142857	0	3.57142857142857	4.46428571428571	2.67857142857143	19.6428571428571	8.03571428571429	0	7.14285714285714	16.0714285714286	0.434343434343434	0	0	100	0	62.5	0	0	37.5	0	33.3333333333333	55.5555555555556	11.1111111111111	0	0	0	60	0	40	0	0	0	0	0	14.2857142857143	85.7142857142857	0	0	100	0	87.5	0	0	12.5	0	100	0	0	0	0	3	75	9.33333333333333	2.89473684210526	21	10.75	4.5	3.57142857142857	1.78571428571429	0	14.2857142857143	2.67857142857143	0	5.35714285714286	0.892857142857143	0	0	3.57142857142857	0.892857142857143	7.14285714285714	1.78571428571429	0	2.67857142857143	0	0	0.892857142857143	11.6071428571429	3.57142857142857	1.78571428571429	0	0	0	0.892857142857143	0	13.3928571428571	0	3.57142857142857	8.03571428571429	0	8.03571428571429	0	0.892857142857143	0	0.892857142857143	0	0	0	1.78571428571429	0	77.7777777777778	22.2222222222222	33.3333333333333	66.6666666666667	7	1.14285714285714	14.2857142857143	0	0	85.7142857142857	0	0	0	0	16.6666666666667	83.3333333333333	1.16666666666667	30	70	28.5714285714286	71.4285714285714	12.5	12.5	0	0	12.5	25	37.5	2.55555555555556	0	0	0	0
867	AmazonBooks	Dan Brown	976	Deception Point	75	1	33	33	5.34375	3.03030303030303	0	0	3.03030303030303	18.1818181818182	3.03030303030303	0	6.06060606060606	0	3.03030303030303	6.06060606060606	0	24.2424242424242	15.1515151515152	0	3.03030303030303	15.1515151515152	0.53125	0	0	100	0	75	0	0	25	0	20	60	20	0	0	0	33.3333333333333	0	0	33.3333333333333	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	6.6	2.38709677419355	11	11	7	6.06060606060606	3.03030303030303	0	15.1515151515152	0	0	3.03030303030303	3.03030303030303	0	0	0	0	15.1515151515152	3.03030303030303	0	3.03030303030303	0	0	3.03030303030303	3.03030303030303	3.03030303030303	6.06060606060606	3.03030303030303	0	0	0	0	18.1818181818182	0	3.03030303030303	3.03030303030303	0	6.06060606060606	0	0	0	0	0	0	0	0	0	100	0	0	100	1	1	0	0	0	100	0	0	0	100	0	0	3	25	75	0	100	20	20	0	0	0	40	20	3.2	0	0	0	0
868	AmazonBooks	J.K. Rowling	2	Harry Potter and the Order of the Phoenix	6	7	123	17.5714285714286	4.5981308411215	0.813008130081301	4.87804878048781	0	0.813008130081301	9.75609756097561	13.0081300813008	0	8.94308943089431	0	3.2520325203252	4.87804878048781	8.13008130081301	17.8861788617886	7.31707317073171	0	4.0650406504065	16.260162601626	0.542056074766355	0	0	100	0	66.6666666666667	0	11.1111111111111	22.2222222222222	0	22.2222222222222	77.7777777777778	0	0	0	0	42.8571428571429	0	0	14.2857142857143	42.8571428571429	0	0	0	0	100	0	33.3333333333333	66.6666666666667	0	66.6666666666667	33.3333333333333	0	0	25	75	0	0	0	0	1.57142857142857	71.4285714285714	11.1818181818182	2.55	14	9.14285714285714	3.85714285714286	8.94308943089431	0.813008130081301	0.813008130081301	16.260162601626	1.6260162601626	0	2.4390243902439	4.87804878048781	0	0	2.4390243902439	0.813008130081301	1.6260162601626	0.813008130081301	0	1.6260162601626	0	0	0	13.0081300813008	5.69105691056911	4.0650406504065	0.813008130081301	0	0	0	0.813008130081301	9.75609756097561	0	3.2520325203252	9.75609756097561	3.2520325203252	3.2520325203252	0	0.813008130081301	0	0.813008130081301	0	0	0	0.813008130081301	0.813008130081301	100	0	16.6666666666667	83.3333333333333	7	1.28571428571429	0	0	0	85.7142857142857	14.2857142857143	0	0	0	0	100	1	50	50	0	100	22.2222222222222	0	0	11.1111111111111	33.3333333333333	11.1111111111111	22.2222222222222	2.77777777777778	0.81	0	0.72	0
869	AmazonBooks	J.K. Rowling	5	Harry Potter and the Prisoner of Azkaban	68	1	8	8	4.375	0	37.5	0	0	0	0	0	0	0	12.5	12.5	0	12.5	12.5	0	0	12.5	0.375	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	33.3333333333333	66.6666666666667	0	66.6666666666667	33.3333333333333	0	0	50	50	0	0	0	0	2	100	4	2.28571428571429	6	6	2	0	0	0	12.5	12.5	0	12.5	0	0	0	25	0	0	0	0	0	0	0	0	0	12.5	12.5	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	2	0	0	0	0
870	AmazonBooks	Stephen King	11590	Salem's Lot	54	4	35	8.75	4.45161290322581	0	0	0	0	17.1428571428571	11.4285714285714	0	14.2857142857143	0	2.85714285714286	11.4285714285714	2.85714285714286	14.2857142857143	5.71428571428571	0	2.85714285714286	17.1428571428571	0.548387096774194	0	100	0	0	100	0	0	0	0	0	50	50	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	25	17.5	2.27586206896552	9	3.5	2	11.4285714285714	2.85714285714286	0	17.1428571428571	0	0	2.85714285714286	5.71428571428571	0	0	0	0	5.71428571428571	2.85714285714286	0	0	2.85714285714286	0	0	5.71428571428571	11.4285714285714	2.85714285714286	0	0	0	0	0	14.2857142857143	0	2.85714285714286	11.4285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3	1	0	0	0	100	0	0	0	0	0	100	1	50	50	0	100	50	0	0	0	0	0	50	1.5	0	0	0	0
871	AmazonBooks	Dan Brown	6411961	The Lost Symbol	123	1	24	24	5.70833333333333	0	4.16666666666667	0	0	16.6666666666667	0	0	4.16666666666667	0	4.16666666666667	12.5	0	29.1666666666667	8.33333333333333	0	0	20.8333333333333	0.541666666666667	0	0	100	0	0	0	0	100	0	50	50	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	2	100	12	3.60869565217391	19	19	4	0	0	0	20.8333333333333	0	0	4.16666666666667	8.33333333333333	0	0	4.16666666666667	0	12.5	0	0	0	4.16666666666667	0	0	0	4.16666666666667	8.33333333333333	0	0	0	0	0	16.6666666666667	0	4.16666666666667	4.16666666666667	0	8.33333333333333	0	0	0	0	0	0	0	0	0	50	50	0	100	1	1	0	0	0	100	0	0	0	0	0	100	1	50	50	100	0	0	0	0	0	0	0	100	1	0	0	0	0
872	AmazonBooks	Dan Brown	968	The Da Vinci Code	95	3	26	8.66666666666667	4.78260869565217	0	11.5384615384615	0	0	11.5384615384615	11.5384615384615	0	7.69230769230769	0	0	7.69230769230769	0	23.0769230769231	7.69230769230769	0	3.84615384615385	15.3846153846154	0.521739130434783	0	0	100	0	50	0	0	50	0	50	50	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	33.3333333333333	66.6666666666667	0	66.6666666666667	33.3333333333333	0	0	0	100	0	0	0	0	1	100	8.66666666666667	1.6	4	2.66666666666667	3	3.84615384615385	0	0	15.3846153846154	3.84615384615385	0	0	3.84615384615385	0	0	3.84615384615385	0	7.69230769230769	0	0	0	3.84615384615385	0	0	11.5384615384615	11.5384615384615	3.84615384615385	0	3.84615384615385	0	0	0	11.5384615384615	0	0	3.84615384615385	0	7.69230769230769	0	0	0	3.84615384615385	0	0	0	0	0	100	0	0	100	1	1	0	0	0	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	100	0	0	3	0	0	0	0
873	AmazonBooks	Stephen King	830502	It	425	13	249	19.1538461538462	4.27555555555556	1.60642570281125	9.23694779116466	0	0	10.4417670682731	9.63855421686747	0	11.2449799196787	0	2.40963855421687	4.41767068273092	3.21285140562249	12.85140562249	12.0481927710843	0	10.8433734939759	12.0481927710843	0.484444444444444	0	0	100	0	23.5294117647059	5.88235294117647	5.88235294117647	64.7058823529412	10	36.6666666666667	20	33.3333333333333	0	0	16.6666666666667	66.6666666666667	0	0	0	16.6666666666667	0	15	0	0	85	4.54545454545455	9.09090909090909	86.3636363636364	0	86.9565217391304	8.69565217391304	0	4.34782608695652	25	55	0	5	0	15	2.84615384615385	92.3076923076923	6.72972972972973	2.5188679245283	13	7.15384615384615	4.69230769230769	10.0401606425703	2.81124497991968	0.803212851405622	11.2449799196787	2.81124497991968	0	2.81124497991968	2.81124497991968	0.401606425702811	0	6.02409638554217	1.20481927710843	3.6144578313253	4.01606425702811	0	2.40963855421687	2.00803212851406	0	0	9.63855421686747	5.22088353413655	7.63052208835341	1.20481927710843	0	0	1.20481927710843	0	7.2289156626506	0	2.40963855421687	4.41767068273092	0.803212851405622	5.62248995983936	0	0.803212851405622	0.401606425702811	0.401606425702811	0	0	0	0	0	92.8571428571429	7.14285714285714	38.0952380952381	61.9047619047619	10	1	0	0	0	100	0	0	0	0	15.7894736842105	84.2105263157895	1.15789473684211	35.2941176470588	64.7058823529412	22.7272727272727	77.2727272727273	20	10	0	3.33333333333333	40	10	16.6666666666667	2.83333333333333	0.7	0.595	0.6	0.485
874	AmazonBooks	J.R.R. Tolkien	5907	The Hobbit	284	4	29	7.25	5.19230769230769	0	0	0	0	24.1379310344828	10.3448275862069	0	3.44827586206897	0	0	3.44827586206897	3.44827586206897	24.1379310344828	10.3448275862069	0	3.44827586206897	17.2413793103448	0.5	0	0	0	0	0	0	0	100	0	66.6666666666667	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	75	9.66666666666667	1.81818181818182	5	3.25	2.75	3.44827586206897	0	0	13.7931034482759	0	0	0	3.44827586206897	3.44827586206897	0	0	0	6.89655172413793	3.44827586206897	0	0	0	0	0	10.3448275862069	13.7931034482759	6.89655172413793	0	0	0	0	0	20.6896551724138	0	0	13.7931034482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	3	1.33333333333333	33.3333333333333	0	0	66.6666666666667	0	0	0	0	0	0	0	100	0	0	0	33.3333333333333	0	0	0	33.3333333333333	0	33.3333333333333	2	0	0	0	0
875	AmazonBooks	Dan Brown	32283133	Origin	364	2	29	14.5	4.36	3.44827586206897	3.44827586206897	0	0	10.3448275862069	13.7931034482759	0	17.2413793103448	0	3.44827586206897	6.89655172413793	3.44827586206897	10.3448275862069	13.7931034482759	0	0	13.7931034482759	0.6	0	0	100	0	66.6666666666667	0	0	33.3333333333333	0	50	25	25	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	2	50	7.25	2.91304347826087	10	6	3.5	17.2413793103448	3.44827586206897	3.44827586206897	13.7931034482759	0	0	0	3.44827586206897	0	0	3.44827586206897	0	3.44827586206897	6.89655172413793	0	0	3.44827586206897	0	0	13.7931034482759	6.89655172413793	3.44827586206897	3.44827586206897	0	0	3.44827586206897	0	3.44827586206897	0	3.44827586206897	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	100	1	25	75	33.3333333333333	66.6666666666667	25	0	0	0	25	25	25	2.5	0	0	0	0
876	AmazonBooks	J.K. Rowling	5	Harry Potter and the Prisoner of Azkaban	77	1	3	3	7	0	0	0	0	0	0	0	0	0	0	66.6666666666667	0	33.3333333333333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	2	2	1	0	0	0	0	0	0	0	66.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	AmazonBooks	Stephen King	33124137	Pet Sematary	150	1	23	23	4.95454545454545	0	8.69565217391304	0	0	17.3913043478261	4.34782608695652	0	4.34782608695652	0	8.69565217391304	0	8.69565217391304	13.0434782608696	21.7391304347826	0	4.34782608695652	8.69565217391304	0.5	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	5	100	4.6	2.42857142857143	13	13	5	4.34782608695652	0	4.34782608695652	8.69565217391304	0	0	8.69565217391304	0	0	0	8.69565217391304	0	13.0434782608696	0	0	0	0	0	0	4.34782608695652	4.34782608695652	0	0	0	0	4.34782608695652	4.34782608695652	17.3913043478261	0	8.69565217391304	0	4.34782608695652	0	0	4.34782608695652	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	100	1	33.3333333333333	66.6666666666667	0	100	40	0	0	0	20	20	20	2.2	0	0	0	0
878	AmazonBooks	Stephen King	11590	Salem's Lot	3	10	201	20.1	4.81460674157303	0.497512437810945	2.98507462686567	0.99502487562189	0	12.4378109452736	11.4427860696517	0	6.46766169154229	0.497512437810945	2.98507462686567	10.4477611940299	0.99502487562189	18.9054726368159	9.45273631840796	0	6.96517412935323	14.9253731343284	0.52247191011236	0	0	100	0	60	0	6.66666666666667	33.3333333333333	5.26315789473684	26.3157894736842	52.6315789473684	15.7894736842105	0	0	0	90	0	10	0	0	0	0	0	0	100	0	0	83.3333333333333	16.6666666666667	100	0	0	0	16.6666666666667	66.6666666666667	0	0	0	16.6666666666667	2.3	60	8.73913043478261	2.39880952380952	12	6.3	3.9	6.96517412935323	2.48756218905473	0.497512437810945	14.4278606965174	1.99004975124378	0	2.48756218905473	8.95522388059701	0.497512437810945	0	0.99502487562189	0.497512437810945	5.97014925373134	1.49253731343284	0.497512437810945	1.99004975124378	0.497512437810945	0.99502487562189	0	11.4427860696517	4.97512437810945	3.98009950248756	0	0	0	0.99502487562189	0	10.9452736318408	0	2.98507462686567	4.47761194029851	0	6.46766169154229	0	0	0	0	0.497512437810945	0.497512437810945	0	1.49253731343284	0	71.4285714285714	28.5714285714286	12.5	87.5	8	1	0	0	0	100	0	0	0	0	16.6666666666667	83.3333333333333	1.16666666666667	30	70	21.4285714285714	78.5714285714286	22.2222222222222	16.6666666666667	0	0	11.1111111111111	16.6666666666667	33.3333333333333	2.57894736842105	0.81	0	0.68	0
879	AmazonBooks	J.R.R. Tolkien	5907	The Hobbit	10	8	144	18	4.58823529411765	0.694444444444444	9.02777777777778	0	0.694444444444444	10.4166666666667	17.3611111111111	0	8.33333333333333	0	4.86111111111111	9.02777777777778	0	15.9722222222222	5.55555555555556	1.38888888888889	2.08333333333333	14.5833333333333	0.470588235294118	0	0	100	0	0	0	16.6666666666667	83.3333333333333	0	50	25	25	0	0	0	50	0	0	0	50	0	0	0	0	100	0	9.09090909090909	90.9090909090909	0	76.9230769230769	7.69230769230769	0	15.3846153846154	20	70	0	0	0	10	1.875	87.5	9.6	2.81081081081081	17	8.75	3.125	8.33333333333333	0.694444444444444	0	13.1944444444444	4.86111111111111	0	4.86111111111111	4.86111111111111	0.694444444444444	0	3.47222222222222	0	4.16666666666667	1.38888888888889	0	0.694444444444444	0	0	0.694444444444444	17.3611111111111	5.55555555555556	2.08333333333333	0.694444444444444	0	0	0.694444444444444	0	9.72222222222222	0	4.86111111111111	4.86111111111111	0	4.16666666666667	0	0.694444444444444	0.694444444444444	0.694444444444444	0	0	0	0	0	100	0	0	100	5	1.2	20	0	0	80	0	0	0	0	0	100	1	58.3333333333333	41.6666666666667	20	80	12.5	0	0	0	25	37.5	25	2.875	0.77	0	0.66	0
880	AmazonBooks	Jane Austen	50398	Northanger Abbey	29	2	46	23	4.92682926829268	0	6.52173913043478	0	0	10.8695652173913	10.8695652173913	0	4.34782608695652	0	6.52173913043478	8.69565217391304	4.34782608695652	21.7391304347826	6.52173913043478	0	0	19.5652173913043	0.51219512195122	0	0	0	0	0	0	0	100	0	66.6666666666667	0	33.3333333333333	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	100	0	66.6666666666667	0	0	33.3333333333333	0	50	0	0	0	50	1.5	100	15.3333333333333	3.35897435897436	18	16	5	4.34782608695652	2.17391304347826	0	17.3913043478261	0	0	8.69565217391304	4.34782608695652	2.17391304347826	0	4.34782608695652	0	4.34782608695652	0	0	0	0	0	0	10.8695652173913	4.34782608695652	2.17391304347826	0	2.17391304347826	0	0	0	10.8695652173913	0	6.52173913043478	6.52173913043478	2.17391304347826	2.17391304347826	0	0	0	2.17391304347826	0	0	0	0	2.17391304347826	100	0	0	100	3	1	0	0	0	100	0	0	0	0	0	100	1	66.6666666666667	33.3333333333333	100	0	0	33.3333333333333	33.3333333333333	0	0	33.3333333333333	0	3	0	0	0	0
881	AmazonBooks	Stephen King	10592	Carrie	61	1	9	9	4.5	0	11.1111111111111	0	0	11.1111111111111	11.1111111111111	0	0	0	0	11.1111111111111	0	22.2222222222222	11.1111111111111	0	0	22.2222222222222	0.5	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	1	100	9	1.57142857142857	3	3	2	0	0	0	22.2222222222222	0	0	0	11.1111111111111	0	0	11.1111111111111	0	11.1111111111111	0	0	0	0	0	0	11.1111111111111	11.1111111111111	0	0	0	0	0	0	11.1111111111111	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	100	2	0	0	0	0
882	AmazonBooks	Jane Austen	6969	Emma	201	2	24	12	4.66666666666667	0	25	0	0	0	0	0	12.5	0	4.16666666666667	4.16666666666667	0	16.6666666666667	12.5	4.16666666666667	8.33333333333333	12.5	0.458333333333333	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	100	0	33.3333333333333	66.6666666666667	0	66.6666666666667	33.3333333333333	0	0	50	50	0	0	0	0	2	50	6	2.36363636363636	12	7.5	3	12.5	0	0	12.5	8.33333333333333	0	4.16666666666667	4.16666666666667	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0	8.33333333333333	8.33333333333333	0	0	0	4.16666666666667	0	0	0	4.16666666666667	0	0	8.33333333333333	0	0	0	0	4.16666666666667	4.16666666666667	0	0	0	66.6666666666667	33.3333333333333	50	50	0	0	0	0	0	0	0	0	0	0	0	100	1	33.3333333333333	66.6666666666667	100	0	33.3333333333333	0	33.3333333333333	0	0	33.3333333333333	0	1.66666666666667	0	0	0	0
883	AmazonBooks	Dan Brown	976	Deception Point	37	1	2	2	6.5	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	50	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
884	AmazonBooks	Dan Brown	17212231	Inferno	73	1	77	77	4.93150684931507	1.2987012987013	9.09090909090909	0	0	10.3896103896104	5.1948051948052	0	10.3896103896104	0	1.2987012987013	6.49350649350649	3.8961038961039	18.1818181818182	11.6883116883117	0	7.79220779220779	14.2857142857143	0.534246575342466	0	0	100	0	71.4285714285714	0	0	28.5714285714286	11.1111111111111	22.2222222222222	55.5555555555556	11.1111111111111	0	0	0	60	0	20	0	20	0	0	0	0	100	0	0	100	0	100	0	0	0	14.2857142857143	71.4285714285714	0	0	14.2857142857143	0	13	100	5.92307692307692	4.15277777777778	62	62	8	10.3896103896104	3.8961038961039	1.2987012987013	14.2857142857143	5.1948051948052	0	1.2987012987013	5.1948051948052	0	0	3.8961038961039	0	6.49350649350649	1.2987012987013	0	5.1948051948052	0	0	0	5.1948051948052	1.2987012987013	3.8961038961039	0	0	0	2.5974025974026	0	10.3896103896104	0	1.2987012987013	3.8961038961039	1.2987012987013	7.79220779220779	0	0	0	0	1.2987012987013	0	0	2.5974025974026	0	71.4285714285714	28.5714285714286	33.3333333333333	66.6666666666667	3	1	0	0	0	100	0	0	0	0	50	50	1.5	7.69230769230769	92.3076923076923	75	25	22.2222222222222	0	0	0	44.4444444444444	0	33.3333333333333	2.22222222222222	0	0	0	0
885	AmazonBooks	Stephen King	11588	The Shining	59	2	24	12	3.80952380952381	0	12.5	0	0	8.33333333333333	12.5	0	4.16666666666667	0	4.16666666666667	8.33333333333333	0	12.5	12.5	0	8.33333333333333	16.6666666666667	0.428571428571429	0	0	0	0	0	0	0	100	33.3333333333333	66.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	1.5	50	8	2.15789473684211	9	5.5	3	4.16666666666667	0	0	16.6666666666667	0	0	4.16666666666667	4.16666666666667	0	0	12.5	0	4.16666666666667	0	0	4.16666666666667	0	0	0	12.5	8.33333333333333	0	0	0	0	4.16666666666667	0	8.33333333333333	0	4.16666666666667	4.16666666666667	0	8.33333333333333	0	0	0	0	0	0	0	0	0	100	0	0	0	1	1	0	0	0	100	0	0	0	0	100	0	2	33.3333333333333	66.6666666666667	0	100	33.3333333333333	0	0	0	33.3333333333333	0	33.3333333333333	2	0	0	0	0
886	AmazonBooks	J.K. Rowling	3	Harry Potter and the  Sorcerer's Stone	420	2	28	14	4.22222222222222	3.57142857142857	3.57142857142857	0	0	7.14285714285714	3.57142857142857	0	10.7142857142857	0	3.57142857142857	14.2857142857143	3.57142857142857	17.8571428571429	7.14285714285714	0	7.14285714285714	17.8571428571429	0.555555555555556	0	0	100	0	100	0	0	0	0	0	50	50	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	100	0	0	0	100	0	0	0	0	0	1	50	14	2.04	6	5	4	7.14285714285714	3.57142857142857	0	17.8571428571429	0	0	3.57142857142857	7.14285714285714	0	0	3.57142857142857	0	10.7142857142857	3.57142857142857	0	3.57142857142857	3.57142857142857	0	0	3.57142857142857	7.14285714285714	3.57142857142857	0	0	0	0	0	7.14285714285714	0	3.57142857142857	0	0	10.7142857142857	0	0	0	0	0	0	0	0	0	66.6666666666667	33.3333333333333	0	100	0	0	0	0	0	0	0	0	0	0	0	100	1	50	50	0	100	0	0	0	0	50	0	50	2.5	0	0	0	0
887	AmazonBooks	Jane Austen	1885	Pride and Prejudice	139	1	3	3	5.33333333333333	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	33.3333333333333	0	0	0	33.3333333333333	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	33.3333333333333	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	AmazonBooks	J.R.R. Tolkien	222910	The Two Towers	2	2	31	15.5	5.10714285714286	0	3.2258064516129	0	0	16.1290322580645	9.67741935483871	0	6.45161290322581	0	0	9.67741935483871	0	29.0322580645161	6.45161290322581	0	0	19.3548387096774	0.571428571428571	0	0	100	0	50	0	0	50	0	50	50	0	0	0	0	0	0	100	0	0	0	0	0	0	100	0	0	100	0	100	0	0	0	0	100	0	0	0	0	1	100	15.5	2.53846153846154	12	8.5	3	6.45161290322581	0	0	19.3548387096774	0	0	0	9.67741935483871	0	0	3.2258064516129	0	9.67741935483871	0	0	0	0	0	0	9.67741935483871	6.45161290322581	3.2258064516129	0	0	0	0	0	16.1290322580645	0	0	9.67741935483871	0	6.45161290322581	0	0	0	0	0	0	0	0	0	100	0	0	100	3	1	0	0	0	100	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	50	50	0	3.5	0	0	0	0
